Datetime,Global_active_power_sum,Global_active_power_mean,Global_active_power_max,Global_active_power_min,Global_active_power_std,Global_reactive_power_mean,Voltage_mean,Global_intensity_mean,Sub_metering_1,Sub_metering_2,Sub_metering_3,Daily_energy_kWh,Sub_metering_remainder,date,day,day_of_week,day_name,is_weekend,month,month_name,year,quarter,day_of_year,Lag_1_kWh,Lag_7_kWh,Rolling_Mean_7
2007-02-02,1667.736,1.15815,5.448,0.22,0.9902841673858678,0.09690416666666667,240.3343888888889,4.870833333333334,0.0,356.0,11338.0,27.7956,16101.599999999999,2007-02-02,2,4,Friday,0,2,Feb,2007,1,33,30.412666666666667,26.9662,34.96001666666667
2007-02-03,4029.722,2.7984180555555556,7.904,0.236,1.3898937081788412,0.17071111111111112,238.91019444444444,11.815972222222221,4746.0,4573.0,17834.0,67.16203333333334,40009.03333333334,2007-02-03,3,5,Saturday,1,2,Feb,2007,1,34,27.7956,34.06786666666667,39.68775476190477
2007-02-04,3595.94,2.4971805555555555,7.698,0.22,1.2693117539592433,0.12950972222222223,239.63333333333333,10.565416666666668,3391.0,4597.0,14472.0,59.93233333333333,37472.333333333336,2007-02-04,4,6,Sunday,1,2,Feb,2007,1,35,67.16203333333334,51.54041666666667,40.8866
2007-02-05,1645.28,1.1425555555555555,5.816,0.222,1.0649207859938055,0.10224166666666668,240.81031249999998,4.820416666666667,896.0,2564.0,7849.0,27.421333333333333,16112.333333333332,2007-02-05,5,0,Monday,0,2,Feb,2007,1,36,59.93233333333333,33.0444,40.08330476190476
2007-02-06,1273.48,0.8843611111111112,4.816,0.214,0.7795022111362108,0.09900416666666667,241.26415972222225,3.7719444444444448,1185.0,405.0,4517.0,21.224666666666668,15117.666666666668,2007-02-06,6,1,Tuesday,0,2,Feb,2007,1,37,27.421333333333333,28.4633,39.04921428571429
2007-02-07,2328.018,1.6166791666666667,6.694,0.218,1.1937195517184798,0.12340833333333333,241.14969444444444,6.791666666666667,3299.0,3513.0,11986.0,38.8003,20002.300000000003,2007-02-07,7,2,Wednesday,0,2,Feb,2007,1,38,21.224666666666668,39.39586666666666,38.964133333333336
2007-02-08,1801.414,1.2509819444444443,5.58,0.216,1.052445327392917,0.09645555555555554,241.79730555555554,5.248333333333334,2226.0,366.0,10157.0,30.023566666666667,17274.566666666666,2007-02-08,8,3,Thursday,0,2,Feb,2007,1,39,38.8003,30.412666666666667,38.908547619047624
2007-02-09,1620.198,1.1251375000000001,6.146,0.218,1.0075205699836784,0.10976805555555556,241.74044444444445,4.727222222222222,0.0,3045.0,9770.0,27.003300000000003,14188.300000000003,2007-02-09,9,4,Friday,0,2,Feb,2007,1,40,30.023566666666667,27.7956,38.79536190476191
2007-02-10,2829.328,1.964811111111111,6.88,0.254,1.506024559569056,0.1340097222222222,240.0368263888889,8.303749999999999,5071.0,2831.0,14405.0,47.15546666666667,24848.466666666667,2007-02-10,10,5,Saturday,1,2,Feb,2007,1,41,27.003300000000003,67.16203333333334,35.93728095238095
2007-02-11,3571.228,2.4800194444444443,7.426,0.252,1.2343661608050598,0.1418847222222222,239.5061458333333,10.526805555555557,2430.0,4765.0,13114.0,59.52046666666667,39211.466666666674,2007-02-11,11,6,Sunday,1,2,Feb,2007,1,42,47.15546666666667,59.93233333333333,35.87844285714286
2007-02-12,1877.61,1.3038958333333333,6.514,0.222,1.0520934900786523,0.09493333333333334,240.09850000000003,5.503472222222222,2227.0,399.0,11517.0,31.293499999999998,17150.499999999996,2007-02-12,12,0,Monday,0,2,Feb,2007,1,43,59.52046666666667,27.421333333333333,36.43160952380952
2007-02-13,1414.546,0.9823236111111111,4.972,0.214,0.9400883244759495,0.09352638888888888,241.16685416666667,4.14375,0.0,2828.0,6256.0,23.575766666666667,14491.766666666666,2007-02-13,13,1,Tuesday,0,2,Feb,2007,1,44,31.293499999999998,21.224666666666668,36.76748095238095
2007-02-14,2498.672,1.735188888888889,6.008,0.212,1.3674042417678116,0.14062916666666667,240.3753888888889,7.315138888888888,3295.0,3793.0,11579.0,41.644533333333335,22977.533333333333,2007-02-14,14,2,Wednesday,0,2,Feb,2007,1,45,23.575766666666667,38.8003,37.17379999999999
2007-02-15,1985.346,1.3787125,7.234,0.246,1.226902915355341,0.11525277777777777,240.66922222222223,5.820277777777778,0.0,2363.0,14028.0,33.0891,16698.1,2007-02-15,15,3,Thursday,0,2,Feb,2007,1,46,41.644533333333335,30.023566666666667,37.61173333333334
2007-02-16,1702.528,1.182311111111111,6.316,0.252,1.1356684238903967,0.1053375,240.82094444444442,5.0465277777777775,1148.0,859.0,8689.0,28.375466666666668,17679.466666666667,2007-02-16,16,4,Friday,0,2,Feb,2007,1,47,33.0891,27.003300000000003,37.80775714285714
2007-02-17,2076.912,1.4423,7.33,0.214,1.2620182624621759,0.16595,239.31603472222224,6.129166666666666,1765.0,2226.0,7157.0,34.615199999999994,23467.199999999997,2007-02-17,17,5,Saturday,1,2,Feb,2007,1,48,28.375466666666668,47.15546666666667,36.01629047619048
2007-02-18,3829.762,2.6595569444444447,7.16,0.226,1.5581848979008395,0.17744583333333333,239.17080555555557,11.238888888888889,6107.0,8003.0,13129.0,63.82936666666667,36590.366666666676,2007-02-18,18,6,Sunday,1,2,Feb,2007,1,49,34.615199999999994,59.52046666666667,36.63184761904762
2007-02-19,2186.614,1.5184819444444444,7.682,0.218,1.3736757781673479,0.12262777777777778,239.78958333333333,6.442222222222222,1634.0,2900.0,13085.0,36.44356666666667,18824.566666666666,2007-02-19,19,0,Monday,0,2,Feb,2007,1,50,63.82936666666667,31.293499999999998,37.36757142857143
2007-02-20,3149.928,2.18745,8.374,0.25,1.2994659394792045,0.1299708333333333,239.86544444444445,9.168472222222222,2058.0,5191.0,9713.0,52.498799999999996,35536.799999999996,2007-02-20,20,1,Tuesday,0,2,Feb,2007,1,51,36.44356666666667,23.575766666666667,41.499433333333336
2007-02-21,2072.874,1.4394958333333332,8.974,0.21,1.2632524415356827,0.13185416666666666,240.46096527777777,6.0744444444444445,3527.0,2332.0,11548.0,34.5479,17140.9,2007-02-21,21,2,Wednesday,0,2,Feb,2007,1,52,52.498799999999996,41.644533333333335,40.48562857142857
2007-02-22,3377.42,2.3454305555555557,9.41,0.252,1.5606845431367138,0.09593333333333334,238.62018055555555,9.880277777777778,1409.0,4165.0,12285.0,56.290333333333336,38431.333333333336,2007-02-22,22,3,Thursday,0,2,Feb,2007,1,53,34.5479,33.0891,43.800090476190476
2007-02-23,1313.48,0.9121388888888889,5.468,0.206,0.7174993270934723,0.1037111111111111,240.68596527777777,3.825416666666667,0.0,503.0,10786.0,21.891333333333332,10602.333333333332,2007-02-23,23,4,Friday,0,2,Feb,2007,1,54,56.290333333333336,28.375466666666668,42.87378571428571
2007-02-24,714.922,0.4964736111111111,2.464,0.204,0.5261700347682237,0.0848625,239.86310416666666,2.0858333333333334,0.0,363.0,3562.0,11.915366666666667,7990.366666666667,2007-02-24,24,5,Saturday,1,2,Feb,2007,1,55,21.891333333333332,34.615199999999994,39.63095238095239
2007-02-25,501.74,0.3484305555555556,1.536,0.21,0.2741823564661453,0.07898333333333334,241.6815486111111,1.462222222222222,0.0,329.0,1660.0,8.362333333333334,6373.333333333334,2007-02-25,25,6,Sunday,1,2,Feb,2007,1,56,11.915366666666667,63.82936666666667,31.707090476190476
2007-02-26,568.484,0.3947805555555556,1.558,0.21,0.34001052456379266,0.07519444444444444,241.27359027777777,1.658888888888889,0.0,331.0,2830.0,9.474733333333335,6313.733333333335,2007-02-26,26,0,Monday,0,2,Feb,2007,1,57,8.362333333333334,36.44356666666667,27.854400000000002
2007-02-27,518.112,0.35979999999999995,1.47,0.21,0.2854327589866136,0.07861388888888889,242.94427083333332,1.5245833333333334,0.0,314.0,1924.0,8.6352,6397.199999999999,2007-02-27,27,1,Tuesday,0,2,Feb,2007,1,58,9.474733333333335,52.498799999999996,21.58817142857143
2007-02-28,520.774,0.36164861111111113,1.486,0.21,0.29002752522942277,0.07873055555555555,242.15959027777777,1.5284722222222222,0.0,340.0,1973.0,8.679566666666666,6366.566666666666,2007-02-28,28,2,Wednesday,0,2,Feb,2007,1,59,8.6352,34.5479,17.89269523809524
2007-03-01,517.564,0.3594194444444444,1.472,0.208,0.2912436378801564,0.07474166666666666,241.3214027777778,1.508888888888889,0.0,316.0,1980.0,8.626066666666667,6330.066666666666,2007-03-01,1,3,Thursday,0,3,Mar,2007,1,60,8.679566666666666,56.290333333333336,11.083514285714285
2007-03-02,515.688,0.35811666666666664,1.468,0.208,0.28547255533083393,0.0743111111111111,240.59159722222225,1.5068055555555557,0.0,340.0,1969.0,8.5948,6285.799999999999,2007-03-02,2,4,Friday,0,3,Mar,2007,1,61,8.626066666666667,21.891333333333332,9.184009523809523
2007-03-03,819.122,0.5688347222222222,4.242,0.206,0.5387863595652465,0.09374444444444444,241.28808333333336,2.401111111111111,0.0,347.0,4597.0,13.652033333333332,8708.033333333331,2007-03-03,3,5,Saturday,1,3,Mar,2007,1,62,8.5948,11.915366666666667,9.432104761904762
2007-03-04,2090.7,1.4518749999999998,10.67,0.208,1.8109022660060146,0.12200138888888888,240.0297986111111,6.158194444444444,1476.0,8711.0,9408.0,34.845,15250.0,2007-03-04,4,6,Sunday,1,3,Mar,2007,1,63,13.652033333333332,8.362333333333334,13.215342857142856
2007-03-05,2660.332,1.8474527777777776,9.486,0.208,1.6879739517249077,0.14302499999999999,240.03090972222222,7.840277777777778,5727.0,12109.0,10026.0,44.33886666666667,16476.86666666667,2007-03-05,5,0,Monday,0,3,Mar,2007,1,64,34.845,9.474733333333335,18.195933333333333
2007-03-06,1246.5,0.865625,6.508,0.202,0.9187487115240117,0.12926944444444444,240.98806944444445,3.6956944444444444,0.0,1740.0,4700.0,20.775,14335.0,2007-03-06,6,1,Tuesday,0,3,Mar,2007,1,65,44.33886666666667,8.6352,19.93019047619048
2007-03-07,2375.206,1.6494486111111113,5.98,0.204,1.3953245602192672,0.11888888888888888,240.3235625,6.935,1076.0,4761.0,15513.0,39.58676666666667,18236.76666666667,2007-03-07,7,2,Wednesday,0,3,Mar,2007,1,66,20.775,8.679566666666666,24.345504761904767
2007-03-08,1572.132,1.0917583333333334,6.354,0.224,1.239105966765082,0.13014166666666666,240.66542361111112,4.665138888888889,2180.0,3385.0,6655.0,26.2022,13982.2,2007-03-08,8,3,Thursday,0,3,Mar,2007,1,67,39.58676666666667,8.626066666666667,26.856380952380952
2007-03-09,1272.612,0.8837583333333334,5.444,0.22,0.7856486526119284,0.08280416666666666,240.88846527777778,3.73125,1093.0,345.0,8631.0,21.2102,11141.2,2007-03-09,9,4,Friday,0,3,Mar,2007,1,68,26.2022,8.5948,28.658580952380955
2007-03-10,2484.712,1.7254944444444444,6.35,0.22,1.3745720587342531,0.16911666666666667,239.80283333333335,7.341944444444445,4130.0,5422.0,10979.0,41.41186666666667,20880.86666666667,2007-03-10,10,5,Saturday,1,3,Mar,2007,1,69,21.2102,13.652033333333332,32.624271428571426
2007-03-11,3480.636,2.417108333333333,7.142,0.228,1.1711840682325403,0.12039861111111111,240.00729166666667,10.121527777777779,4810.0,3420.0,9500.0,58.0106,40280.6,2007-03-11,11,6,Sunday,1,3,Mar,2007,1,70,41.41186666666667,34.845,35.93364285714286
2007-03-12,1950.668,1.3546305555555556,6.078,0.216,1.0449341322929513,0.0933486111111111,240.55871527777776,5.728472222222222,1403.0,2841.0,12353.0,32.51113333333333,15914.133333333335,2007-03-12,12,0,Monday,0,3,Mar,2007,1,71,58.0106,44.33886666666667,34.243966666666665
2007-03-13,1290.144,0.8959333333333334,5.77,0.212,0.9987887068291796,0.08799861111111111,240.89796527777779,3.8056944444444443,1350.0,3859.0,5323.0,21.5024,10970.400000000001,2007-03-13,13,1,Tuesday,0,3,Mar,2007,1,72,32.51113333333333,20.775,34.347880952380955
2007-03-14,1793.364,1.2453916666666667,6.114,0.224,1.1545171624784376,0.10939027777777777,240.77729166666666,5.2675,3485.0,480.0,8607.0,29.889400000000002,17317.4,2007-03-14,14,2,Wednesday,0,3,Mar,2007,1,73,21.5024,39.58676666666667,32.96254285714286
2007-03-15,1884.814,1.3088986111111112,4.574,0.21,1.083266627363986,0.11064305555555555,240.28049305555552,5.523194444444444,0.0,3263.0,11036.0,31.413566666666668,17114.56666666667,2007-03-15,15,3,Thursday,0,3,Mar,2007,1,74,29.889400000000002,26.2022,33.70702380952381
2007-03-16,1702.054,1.1819819444444446,5.342,0.222,1.0731534029298813,0.09042222222222222,239.52713194444445,4.992361111111111,1106.0,4604.0,5370.0,28.36756666666667,17287.56666666667,2007-03-16,16,4,Friday,0,3,Mar,2007,1,75,31.413566666666668,21.2102,34.729504761904764
2007-03-17,2028.09,1.4083958333333333,5.642,0.206,1.1748510583451204,0.08824166666666666,238.22465277777778,5.946111111111111,2208.0,359.0,12275.0,33.8015,18959.5,2007-03-17,17,5,Saturday,1,3,Mar,2007,1,76,28.36756666666667,41.41186666666667,33.64230952380952
2007-03-18,2371.046,1.6465597222222221,7.994,0.226,1.5691392099571915,0.1676736111111111,241.04781944444443,7.007916666666667,6564.0,7369.0,5856.0,39.51743333333333,19728.433333333327,2007-03-18,18,6,Sunday,1,3,Mar,2007,1,77,33.8015,58.0106,31.000428571428568
2007-03-19,2152.518,1.4948041666666667,7.452,0.214,1.250325636187626,0.10053055555555557,240.49709027777777,6.281944444444444,1648.0,2686.0,14118.0,35.8753,17423.300000000003,2007-03-19,19,0,Monday,0,3,Mar,2007,1,78,39.51743333333333,32.51113333333333,31.481023809523812
